epoch;accuracy;loss;val_accuracy;val_loss
61;0.9909090995788574;0.03465483710169792;0.3928571343421936;2.382215976715088
62;0.9545454382896423;0.10579454898834229;0.3928571343421936;2.7211928367614746
63;0.9909090995788574;0.04233098402619362;0.3571428656578064;2.831475019454956
64;0.9636363387107849;0.11080759018659592;0.4285714328289032;3.149836301803589
65;0.9727272987365723;0.06366434693336487;0.4642857015132904;4.466080665588379
66;0.9909090995788574;0.04458519443869591;0.3571428656578064;5.914249897003174
67;0.9454545378684998;0.1498524397611618;0.3571428656578064;6.690883159637451
68;0.9454545378684998;0.12556269764900208;0.3928571343421936;5.635837078094482
69;0.9545454382896423;0.13817238807678223;0.3214285671710968;6.173809051513672
70;0.9363636374473572;0.23494581878185272;0.2142857164144516;8.069141387939453
71;0.918181836605072;0.19665516912937164;0.2142857164144516;6.007030487060547
72;0.9545454382896423;0.15644718706607819;0.2857142984867096;5.041070461273193
73;0.9454545378684998;0.12626248598098755;0.2857142984867096;4.635909080505371
74;0.9818181991577148;0.07699911296367645;0.3214285671710968;4.3489298820495605
75;0.9545454382896423;0.09947825968265533;0.4285714328289032;4.371029853820801
76;0.9636363387107849;0.14359904825687408;0.4285714328289032;4.492341041564941
77;0.9727272987365723;0.05433450639247894;0.3571428656578064;5.861001014709473
78;0.9818181991577148;0.08857535570859909;0.3214285671710968;6.784702301025391
79;0.9909090995788574;0.054288674145936966;0.3571428656578064;7.195446491241455
