epoch;accuracy;loss;val_accuracy;val_loss
0;0.5363636612892151;2.231684446334839;0.0;3.3475048542022705
1;0.5636363625526428;0.8890057802200317;0.9642857313156128;0.14809326827526093
2;0.5272727012634277;1.0994277000427246;0.0;6.541573524475098
3;0.5909090638160706;1.025305151939392;0.0;10.578275680541992
4;0.5909090638160706;0.851268470287323;0.0;3.19185209274292
5;0.6000000238418579;0.7933164238929749;0.0714285746216774;1.9810831546783447
6;0.5727272629737854;0.8424034118652344;0.0;6.5171098709106445
7;0.6545454263687134;0.7201400995254517;0.0;8.774020195007324
8;0.7363636493682861;0.7099040746688843;0.0;6.562174320220947
9;0.6545454263687134;0.6297764182090759;0.0;5.559834003448486
10;0.6909090876579285;0.662111222743988;0.0;5.61252498626709
11;0.6818181872367859;0.694286048412323;0.0;7.220395088195801
12;0.6636363863945007;0.6031162738800049;0.0;4.778071880340576
13;0.699999988079071;0.5562258362770081;0.0;4.76871395111084
14;0.7090908885002136;0.6002806425094604;0.0;5.409378528594971
15;0.7545454502105713;0.5646001696586609;0.0;4.621195316314697
16;0.7636363506317139;0.5591037273406982;0.0357142873108387;4.340938091278076
17;0.7636363506317139;0.4829479455947876;0.0357142873108387;4.369919300079346
18;0.7545454502105713;0.49470609426498413;0.0357142873108387;5.355849266052246
19;0.7909091114997864;0.45198485255241394;0.0357142873108387;5.833865642547607
20;0.8363636136054993;0.44834238290786743;0.0357142873108387;5.571683406829834
21;0.8727272748947144;0.3697819113731384;0.0357142873108387;5.463618278503418
22;0.8545454740524292;0.4153992533683777;0.0357142873108387;5.840198040008545
23;0.8090909123420715;0.35332682728767395;0.0357142873108387;5.585249900817871
24;0.8636363744735718;0.37312233448028564;0.0357142873108387;4.793651580810547
25;0.8272727131843567;0.3949962258338928;0.1071428582072258;3.9363930225372314
26;0.8818181753158569;0.30488839745521545;0.0714285746216774;4.802066326141357
27;0.8818181753158569;0.29344332218170166;0.0714285746216774;4.7843780517578125
28;0.8636363744735718;0.2709537744522095;0.1071428582072258;4.425289154052734
29;0.9090909361839294;0.2431262731552124;0.2142857164144516;3.992659330368042
30;0.8999999761581421;0.22617992758750916;0.1785714328289032;4.048231601715088
31;0.8909090757369995;0.26375266909599304;0.1428571492433548;4.3914265632629395
32;0.9363636374473572;0.20412474870681763;0.0357142873108387;5.4194865226745605
33;0.918181836605072;0.1822926551103592;0.0714285746216774;5.742299556732178
34;0.8999999761581421;0.21659457683563232;0.1428571492433548;5.2083740234375
35;0.9636363387107849;0.13118413090705872;0.3571428656578064;4.396985054016113
36;0.9454545378684998;0.15572865307331085;0.3571428656578064;4.22750997543335
37;0.9454545378684998;0.14818774163722992;0.25;5.284393310546875
38;0.9090909361839294;0.1982511729001999;0.1785714328289032;5.354051113128662
39;0.9454545378684998;0.17485344409942627;0.3928571343421936;4.506958961486816
40;0.9545454382896423;0.12910956144332886;0.3214285671710968;4.145895481109619
41;0.9454545378684998;0.1900179088115692;0.2857142984867096;3.6529715061187744
42;0.9454545378684998;0.13240349292755127;0.25;3.8258492946624756
43;0.9454545378684998;0.22126679122447968;0.3571428656578064;3.651785135269165
44;0.9454545378684998;0.11238966882228851;0.4285714328289032;3.3788082599639893
45;0.9636363387107849;0.08125612139701843;0.5;3.367974042892456
46;0.9818181991577148;0.08409237116575241;0.4642857015132904;3.4578402042388916
47;0.918181836605072;0.13708579540252686;0.4642857015132904;3.194946527481079
48;0.9545454382896423;0.09623412787914276;0.4642857015132904;3.0142195224761963
49;0.9727272987365723;0.0920124500989914;0.3928571343421936;3.223635196685791
50;0.9636363387107849;0.09673035144805908;0.3928571343421936;3.3442420959472656
51;0.9545454382896423;0.11046440154314041;0.4285714328289032;3.736093282699585
52;0.9636363387107849;0.09184419363737106;0.3571428656578064;3.9299867153167725
53;0.9909090995788574;0.06756286323070526;0.3928571343421936;3.9252188205718994
54;0.9636363387107849;0.04889558628201485;0.4642857015132904;3.679032564163208
55;0.9545454382896423;0.09252019971609116;0.4642857015132904;3.3695197105407715
56;0.9727272987365723;0.05757255479693413;0.5357142686843872;3.252962112426758
57;0.9818181991577148;0.06432456523180008;0.4642857015132904;3.2231838703155518
58;0.9909090995788574;0.049676038324832916;0.4285714328289032;3.0880188941955566
59;0.9818181991577148;0.07404754310846329;0.4285714328289032;2.78387451171875
60;0.9727272987365723;0.058465901762247086;0.3928571343421936;2.4840071201324463
